model_label,method,expert_acc,cd_acc,cd_gain,b_equiv,b_equiv_acc,b_star,b_star_acc,b_star_gain,expert_yes,cd_yes
LLaVA-1.5-7B,vcd,85.4888888888889,85.04444444444445,-0.4444444444444473,1.2341302083333334,86.47777777777777,0.8399999999998542,86.85555555555555,1.3666666666666605,41.24444444444445,48.15555555555556
LLaVA-1.5-7B,icd,85.46666666666667,85.04444444444445,-0.42222222222222383,-0.25431770833333334,84.93333333333334,0.8599999999998538,86.8888888888889,1.4222222222222247,41.266666666666666,40.02222222222222
LLaVA-1.5-7B,sid,85.46666666666667,85.88888888888889,0.42222222222222383,0.6271388888888889,86.43333333333332,0.8599999999998538,86.8888888888889,1.4222222222222247,41.266666666666666,44.31111111111111
Qwen2.5-VL-7B,vcd,87.9,88.3,0.40000000000000036,-0.4993888888888889,87.34444444444445,2.3799999999998214,90.02222222222223,2.1222222222222253,41.03333333333333,41.9
Qwen2.5-VL-7B,icd,87.9,87.15555555555555,-0.7444444444444476,-0.238625,87.67777777777778,2.3799999999998214,90.02222222222223,2.1222222222222253,41.03333333333333,40.24444444444445
Qwen2.5-VL-7B,sid,87.9,89.1,1.200000000000001,1.284673611111111,89.22222222222223,2.3799999999998214,90.02222222222223,2.1222222222222253,41.03333333333333,43.96666666666667
