b,accuracy,f1,precision,recall,yes_rate
-6.0,0.7043333333333334,0.5810108644307983,0.9967585089141004,0.41,0.20566666666666666
-5.98,0.7105555555555556,0.5935403339054456,0.9963331587218439,0.4226666666666667,0.2121111111111111
-5.960000000000001,0.7105555555555556,0.5935403339054456,0.9963331587218439,0.4226666666666667,0.2121111111111111
-5.940000000000001,0.7105555555555556,0.5935403339054456,0.9963331587218439,0.4226666666666667,0.2121111111111111
-5.920000000000002,0.7105555555555556,0.5935403339054456,0.9963331587218439,0.4226666666666667,0.2121111111111111
-5.900000000000002,0.7105555555555556,0.5935403339054456,0.9963331587218439,0.4226666666666667,0.2121111111111111
-5.880000000000003,0.7105555555555556,0.5935403339054456,0.9963331587218439,0.4226666666666667,0.2121111111111111
-5.860000000000003,0.7148888888888889,0.6020471464019851,0.9964065708418891,0.43133333333333335,0.21644444444444444
-5.840000000000003,0.7148888888888889,0.6020471464019851,0.9964065708418891,0.43133333333333335,0.21644444444444444
-5.820000000000004,0.7148888888888889,0.6020471464019851,0.9964065708418891,0.43133333333333335,0.21644444444444444
-5.800000000000004,0.7148888888888889,0.6020471464019851,0.9964065708418891,0.43133333333333335,0.21644444444444444
-5.780000000000005,0.7148888888888889,0.6020471464019851,0.9964065708418891,0.43133333333333335,0.21644444444444444
-5.760000000000005,0.7148888888888889,0.6020471464019851,0.9964065708418891,0.43133333333333335,0.21644444444444444
-5.7400000000000055,0.7198888888888889,0.6117357153858002,0.9964877069744105,0.44133333333333336,0.22144444444444444
-5.720000000000006,0.7198888888888889,0.6117357153858002,0.9964877069744105,0.44133333333333336,0.22144444444444444
-5.700000000000006,0.7198888888888889,0.6117357153858002,0.9964877069744105,0.44133333333333336,0.22144444444444444
-5.680000000000007,0.7198888888888889,0.6117357153858002,0.9964877069744105,0.44133333333333336,0.22144444444444444
-5.660000000000007,0.7198888888888889,0.6117357153858002,0.9964877069744105,0.44133333333333336,0.22144444444444444
-5.640000000000008,0.7198888888888889,0.6117357153858002,0.9964877069744105,0.44133333333333336,0.22144444444444444
-5.620000000000008,0.7238888888888889,0.6197398622800306,0.995085995085995,0.45,0.22611111111111112
-5.6000000000000085,0.7238888888888889,0.6197398622800306,0.995085995085995,0.45,0.22611111111111112
-5.580000000000009,0.7238888888888889,0.6197398622800306,0.995085995085995,0.45,0.22611111111111112
-5.560000000000009,0.7238888888888889,0.6197398622800306,0.995085995085995,0.45,0.22611111111111112
-5.54000000000001,0.7238888888888889,0.6197398622800306,0.995085995085995,0.45,0.22611111111111112
-5.52000000000001,0.7238888888888889,0.6197398622800306,0.995085995085995,0.45,0.22611111111111112
-5.500000000000011,0.7238888888888889,0.6197398622800306,0.995085995085995,0.45,0.22611111111111112
-5.480000000000011,0.7288888888888889,0.629179331306991,0.9951923076923077,0.46,0.2311111111111111
-5.4600000000000115,0.7288888888888889,0.629179331306991,0.9951923076923077,0.46,0.2311111111111111
-5.440000000000012,0.7288888888888889,0.629179331306991,0.9951923076923077,0.46,0.2311111111111111
-5.420000000000012,0.7288888888888889,0.629179331306991,0.9951923076923077,0.46,0.2311111111111111
-5.400000000000013,0.7288888888888889,0.629179331306991,0.9951923076923077,0.46,0.2311111111111111
