layer,cd_raw_mean,clean_state_norm_mean,cd_relative_mean
0,0.0,1.0392765998840332,0.0
1,0.0,15.229012489318848,0.0
2,0.0,20.390844345092773,0.0
3,0.0,24.6114501953125,0.0
4,2.120957851409912,26.197240829467773,0.08096010237932205
5,5.436250686645508,31.724647521972656,0.17129705846309662
6,6.153629302978516,42.115848541259766,0.14619314670562744
7,6.714560031890869,45.90052032470703,0.14640025794506073
8,17.284311294555664,51.098419189453125,0.33785462379455566
9,18.498037338256836,53.304298400878906,0.3467852771282196
10,20.950138092041016,64.48040008544922,0.3248410224914551
11,22.122610092163086,70.15463256835938,0.3151949942111969
12,22.108182907104492,71.06695556640625,0.3110329210758209
13,22.792814254760742,75.1628189086914,0.3033619225025177
14,25.49570083618164,82.31391906738281,0.3097802698612213
15,27.46805191040039,88.93224334716797,0.3089108169078827
16,32.70884323120117,94.59168243408203,0.34596556425094604
17,37.080440521240234,95.49101257324219,0.38829052448272705
18,42.61506652832031,100.15308380126953,0.4253682494163513
19,53.2087287902832,114.53805541992188,0.4654500484466553
20,66.67725372314453,130.96783447265625,0.5099095106124878
21,85.63848114013672,167.9844970703125,0.509921669960022
22,94.14672088623047,218.67079162597656,0.43078628182411194
23,102.5840072631836,253.9268341064453,0.4041910767555237
24,108.95096588134766,307.39947509765625,0.35486042499542236
25,113.55494689941406,364.67803955078125,0.3115755319595337
26,121.66158294677734,450.0208740234375,0.27066731452941895
27,135.3464813232422,625.1665649414062,0.2166188359260559
28,61.04371643066406,242.05715942382812,0.2505083382129669
